0.117101227,25.80384615,,0.177147239,-2.805769231,,0.117,25.80384615,,0.177,-2.805769231,21.78846154,,24.59423077,,576.683599
0.117101227,23.79615385,,0.337269939,1.711538462,,0.117,23.79615385,,0.337,1.711538462,21.78846154,,20.07692308,,
0.117101227,21.78846154,,0.357285276,16.76923077,,0.117,21.78846154,,0.357,16.76923077,23.79615385,,7.026923076,,
0.157131902,25.80384615,,0.397315951,228.5807692,,0.157,25.80384615,,0.397,228.5807692,242.6346154,,14.05384618,,
0.157131902,23.79615385,,0.450690184,209.8423077,,0.157,23.79615385,,0.45,209.8423077,228.5807692,,18.73846153,,198.3405254
0.157131902,21.78846154,,0.497392638,195.9557692,,0.157,21.78846154,,0.497,195.9557692,212.5192308,,16.56346157,,
0.197162577,25.80384615,,0.537423313,184.9134615,,0.197,25.80384615,,0.537,184.9134615,200.4730769,,15.55961542,,
0.197162577,23.79615385,,0.597469325,175.3769231,,0.197,23.79615385,,0.597,175.3769231,180.3961538,,5.019230746,,
0.197162577,21.78846154,,0.697546012,155.8019231,,0.197,21.78846154,,0.697,155.8019231,162.3269231,,6.524999977,,
0.237193252,25.80384615,,0.824309816,141.5807692,,0.237,25.80384615,,0.824,141.5807692,138.2346154,,3.346153815,,
0.237193252,23.79615385,,0.957745399,125.8538462,,0.237,23.79615385,,0.957,125.8538462,114.1423077,,11.71153851,,
0.277223926,25.80384615,,1.057822086,115.6480769,,0.277,25.80384615,,1.057,115.6480769,104.1038462,,11.54423075,,
0.277223926,23.79615385,,1.17791411,103.8528846,,0.277,23.79615385,,1.177,103.8528846,90.05,,13.8028846,,
0.277223926,21.78846154,,1.33803681,90.30096154,,0.277,21.78846154,,1.338,90.30096154,73.98846154,,16.3125,,
0.317254601,23.79615385,,1.498159509,78.50576923,,0.317,23.79615385,,1.498,78.50576923,53.91153846,,24.59423077,,
0.317254601,21.78846154,,1.678297546,66.96153846,,0.317,21.78846154,,1.678,66.96153846,37.85,,29.11153846,,
0.357285276,274.7576923,,1.898466258,53.075,,0.357,274.7576923,,1.898,53.075,25.80384615,,27.27115385,,
0.357285276,272.75,,2.138650307,40.35961538,,0.357,272.75,,2.138,40.35961538,11.75,,28.60961538,,
0.357285276,270.7423077,,2.358819018,27.00846154,,0.357,270.7423077,,2.358,27.00846154,-2.303846154,,29.31230769,,
0.357285276,268.7346154,,2.57898773,19.61346154,,0.357,268.7346154,,2.578,19.61346154,-8.326923077,,27.94038462,,
0.357285276,266.7269231,,2.819171779,13.08846154,,0.357,266.7269231,,2.819,13.08846154,-14.35,,27.43846154,,
0.357285276,264.7192308,,3.059355828,7.734615385,,0.357,264.7192308,,3.059,7.734615385,-20.37307692,,28.10769231,,
0.357285276,262.7115385,,3.299539877,3.551923077,,0.357,262.7115385,,3.299,3.551923077,-20.37307692,,23.925,,
0.357285276,260.7038462,,3.527714724,-0.496923077,,0.357,260.7038462,,3.527,-0.496923077,-22.38076923,,21.88384615,,
0.357285276,258.6961538,,3.779907975,-3.307692308,,0.357,258.6961538,,3.779,-3.307692308,-22.38076923,,19.07307692,,
0.357285276,256.6884615,,4.020092025,-7.155769231,,0.357,256.6884615,,4.02,-7.155769231,-26.39615385,,19.24038462,,
0.357285276,254.6807692,,4.120168712,-16.35769231,,0.357,254.6807692,,4.12,-16.35769231,-287.3961538,,271.0384615,,
