0.101920123,-68.55769231,,0.101920123,3.719230769,,,0.101,-68.55769231,,0.101,-74.58076923,,0.101,3.719230769,,0.101,1.711538462,,-74.58076923,,76.29230769,,1407.464585,area between two graphs
0.101920123,-70.56538462,,0.101920123,1.711538462,,,0.101,-70.56538462,,0.142,-68.55769231,,0.101,1.711538462,,0.142,3.719230769,,-68.55769231,,72.27692308,,,
0.101920123,-72.57307692,,0.142012289,3.719230769,,,0.101,-72.57307692,,0.182,-66.55,,0.142,3.719230769,,0.182,3.719230769,,-66.55,,70.26923077,,,
0.101920123,-74.58076923,,0.182104455,3.719230769,,,0.101,-74.58076923,,0.222,-64.54230769,,0.182,3.719230769,,0.222,1.711538462,,-64.54230769,,66.25384615,,448.9420846,
0.142012289,-66.55,,0.222196621,3.719230769,,,0.142,-66.55,,0.262,-60.52692308,,0.222,3.719230769,,0.262,1.711538462,,-60.52692308,,62.23846154,,,
0.142012289,-68.55769231,,0.222196621,1.711538462,,,0.142,-68.55769231,,0.302,-58.51923077,,0.222,1.711538462,,0.302,3.719230769,,-58.51923077,,62.23846154,,,
0.182104455,-62.53461538,,0.262288786,3.719230769,,,0.182,-62.53461538,,0.342,-58.51923077,,0.262,3.719230769,,0.342,1.711538462,,-58.51923077,,60.23076923,,,
0.182104455,-64.54230769,,0.262288786,1.711538462,,,0.182,-64.54230769,,0.382,-54.50384615,,0.262,1.711538462,,0.422,3.719230769,,-52.49615385,,56.21538462,,,
0.182104455,-66.55,,0.302380952,3.719230769,,,0.182,-66.55,,0.422,-52.49615385,,0.302,3.719230769,,0.462,3.719230769,,-52.49615385,,56.21538462,,,
0.222196621,-60.52692308,,0.342473118,3.719230769,,,0.222,-60.52692308,,0.462,-52.49615385,,0.342,3.719230769,,0.502,1.711538462,,-48.48076923,,50.19230769,,,
0.222196621,-62.53461538,,0.342473118,1.711538462,,,0.222,-62.53461538,,0.502,-48.48076923,,0.342,1.711538462,,0.542,-0.296153846,,-48.48076923,,48.18461538,,,
0.222196621,-64.54230769,,0.42265745,3.719230769,,,0.222,-64.54230769,,0.542,-48.48076923,,0.422,3.719230769,,0.583,1.711538462,,-44.46538462,,46.17692308,,,
0.262288786,-58.51923077,,0.462749616,3.719230769,,,0.262,-58.51923077,,0.583,-44.46538462,,0.462,3.719230769,,0.623,1.711538462,,-44.46538462,,46.17692308,,,
0.262288786,-60.52692308,,0.502841782,3.719230769,,,0.262,-60.52692308,,0.623,-44.46538462,,0.502,3.719230769,,0.663,1.711538462,,-40.45,,42.16153846,,,
0.302380952,-56.51153846,,0.502841782,1.711538462,,,0.302,-56.51153846,,0.663,-40.45,,0.502,1.711538462,,0.703,-0.296153846,,-40.45,,40.15384615,,,
0.302380952,-58.51923077,,0.542933948,3.719230769,,,0.302,-58.51923077,,0.703,-40.45,,0.542,3.719230769,,0.743,3.719230769,,-40.45,,44.16923077,,,
0.342473118,-54.50384615,,0.542933948,1.711538462,,,0.342,-54.50384615,,0.743,-40.45,,0.542,1.711538462,,0.823,1.711538462,,-36.43461538,,38.14615384,,,
0.342473118,-56.51153846,,0.542933948,-0.296153846,,,0.342,-56.51153846,,0.783,-36.43461538,,0.542,-0.296153846,,0.863,1.711538462,,-34.42692308,,36.13846154,,,
0.342473118,-58.51923077,,0.583026114,3.719230769,,,0.342,-58.51923077,,0.823,-36.43461538,,0.583,3.719230769,,0.903,1.711538462,,-32.41923077,,34.13076923,,,
0.382565284,-52.49615385,,0.583026114,1.711538462,,,0.382,-52.49615385,,0.863,-34.42692308,,0.583,1.711538462,,0.943,1.711538462,,-30.41153846,,32.12307692,,,
0.382565284,-54.50384615,,0.62311828,3.719230769,,,0.382,-54.50384615,,0.903,-32.41923077,,0.623,3.719230769,,0.983,1.711538462,,-28.40384615,,30.11538461,,,
0.42265745,-50.48846154,,0.62311828,1.711538462,,,0.422,-50.48846154,,0.943,-30.41153846,,0.623,1.711538462,,1.024,1.711538462,,-28.40384615,,30.11538461,,,
