-0.014968896,2.604464296,,0.045101089,-29.82789462,,-0.014,2.604464296,,0.045,-29.82789462,26.56105706,,56.38895168,,362.1214103
0.045101089,32.55098135,,0.02507776,-33.32266387,,0.045,32.55098135,,0.025,-33.32266387,26.56105706,,59.88372093,,
0.02507776,29.55524311,,0.091822188,-25.99836844,,0.025,29.55524311,,0.091,-25.99836844,26.56105706,,52.5594255,,
0.02507776,26.56105706,,0.165241058,-26.32536439,,0.025,26.56105706,,0.165,-26.32536439,30.5610661,,56.88643049,,
0.125194401,30.5610661,,0.252008813,-23.98982684,,0.125,30.5610661,,0.252,-23.98982684,26.57347463,,50.56330147,,
0.205287714,30.56727489,,0.325427683,-21.32263674,,0.205,30.56727489,,0.325,-21.32263674,31.57154569,,52.89418243,,
0.185264386,26.57347463,,0.412195438,-19.98516121,,0.185,26.57347463,,0.412,-19.98516121,31.07872346,,51.06388467,,
0.285381026,31.57154569,,0.485614308,-16.81894011,,0.285,31.57154569,,0.485,-16.81894011,28.58822501,,45.40716512,,
0.365474339,31.07872346,,0.565707621,-14.31757628,,0.365,31.07872346,,0.565,-14.31757628,31.09114103,,45.40871731,,
0.445567652,31.58396325,,0.545684292,-17.31331453,,0.445,31.58396325,,0.545,-17.31331453,31.09114103,,48.40445556,,
0.425544323,28.58822501,,0.645800933,-14.3113675,,0.425,28.58822501,,0.645,-14.3113675,31.09734981,,45.40871731,,
0.525660964,31.09114103,,0.685847589,-9.816984038,,0.525,31.09114103,,0.685,-9.816984038,32.60065162,,42.41763566,,
0.605754277,31.09734981,,0.725894246,-7.318724607,,0.605,31.09734981,,0.725,-7.318724607,37.59251389,,44.9112385,,
0.685847589,32.60065162,,0.805987558,-8.310577839,,0.685,32.60065162,,0.805,-8.310577839,32.6068604,,40.91743824,,
0.705870918,37.59251389,,0.886080871,-7.306307039,,0.705,37.59251389,,0.886,-7.306307039,28.61926893,,35.92557597,,
0.765940902,32.6068604,,0.866057543,-9.303983266,,0.765,32.6068604,,0.866,-9.303983266,28.61926893,,37.9232522,,
0.846034215,32.11403818,,0.966174184,-6.30203624,,0.846,32.11403818,,0.966,-6.30203624,28.62547771,,34.92751395,,
0.826010886,28.61926893,,0.946150855,-9.297774483,,0.826,28.61926893,,0.946,-9.297774483,28.62547771,,37.9232522,,
0.93280197,31.95442069,,1.046267496,-5.796796448,,0.932,31.95442069,,1.046,-5.796796448,30.13033172,,35.92712817,,
0.906104199,28.62547771,,1.086314152,-3.298537018,,0.906,28.62547771,,1.086,-3.298537018,28.63944748,,31.9379845,,
1.00622084,30.13033172,,1.126360809,-6.78864968,,1.006,30.13033172,,1.126,-6.78864968,26.64177125,,33.43042093,,
1.086314152,28.63944748,,1.246500778,-1.289995419,,1.086,28.63944748,,1.246,-1.289995419,27.65380303,,28.94379845,,
1.066290824,26.64177125,,1.226477449,-5.283795677,,1.066,26.64177125,,1.226,-5.283795677,24.651856,,29.93565168,,
1.173081908,27.64811165,,1.32659409,-1.283786635,,1.173,27.64811165,,1.326,-1.283786635,26.16291879,,27.44670543,,
1.146384137,24.651856,,1.306570762,-3.281462862,,1.146,24.651856,,1.306,-3.281462862,29.65458365,,32.93604651,,
1.246500778,27.65380303,,1.406687403,-0.279515835,,1.246,27.65380303,,1.406,-0.279515835,25.67009657,,25.9496124,,
1.306570762,29.65458365,,1.426710731,-3.272149686,,1.306,29.65458365,,1.426,-3.272149686,22.67746272,,25.9496124,,
1.32659409,26.16291879,,1.486780715,-1.271369067,,1.326,26.16291879,,1.486,-1.271369067,25.67630535,,26.94767442,,
1.406687403,25.67009657,,1.5468507,-2.264774495,,1.406,25.67009657,,1.546,-2.264774495,21.68716168,,23.95193618,,
1.426710731,22.67746272,,1.646967341,-0.260889484,,1.426,22.67746272,,1.646,-0.260889484,22.68988029,,22.95076977,,
1.486780715,25.67630535,,1.707037325,19.70500741,,1.486,25.67630535,,1.707,19.70500741,29.68562757,,9.980620155,,
1.526827372,21.68716168,,1.707037325,15.71275935,,1.526,21.68716168,,1.707,15.71275935,29.68562757,,13.97286822,,
1.606920684,24.68755651,,1.707037325,11.72051129,,1.606,24.68755651,,1.707,11.72051129,29.68562757,,17.96511628,,
1.586897356,22.68988029,,1.707037325,7.728263228,,1.586,22.68988029,,1.707,7.728263228,29.68562757,,21.95736434,,
1.69368844,24.02890802,,1.707037325,3.736015166,,1.693,24.02890802,,1.707,3.736015166,29.68562757,,25.9496124,,
1.727060653,252.2550092,,1.707037325,0.74182912,,1.727,252.2550092,,1.707,0.74182912,29.68562757,,28.94379845,,
1.727060653,248.2627612,,1.747083981,225.308887,,1.727,248.2627612,,1.747,225.308887,29.68562757,,195.6232594,,
1.727060653,244.2705131,,1.747083981,221.3166389,,1.727,244.2705131,,1.747,221.3166389,29.68562757,,191.6310114,,
1.727060653,240.278265,,1.747083981,218.3224529,,1.727,240.278265,,1.747,218.3224529,29.68562757,,188.6368253,,
1.727060653,236.286017,,1.787130638,208.3449371,,1.727,236.286017,,1.787,208.3449371,215.3313712,,6.986434109,,
1.727060653,232.2937689,,1.86722395,195.3763397,,1.727,232.2937689,,1.867,195.3763397,183.3995955,,11.97674419,,
1.727060653,228.8005519,,1.907270607,187.394948,,1.727,228.8005519,,1.907,187.394948,169.4298317,,17.96511628,,
1.707037325,225.3057826,,1.907270607,183.4026999,,1.707,225.3057826,,1.907,183.4026999,169.4298317,,13.97286822,,
1.707037325,221.3135345,,1.907270607,180.4085139,,1.707,221.3135345,,1.907,180.4085139,169.4298317,,10.97868217,,
1.707037325,217.3212865,,1.947317263,175.4213082,,1.707,217.3212865,,1.947,175.4213082,159.4523159,,15.96899225,,
